Nama Dosen,Bidang,Judul Publikasi,Authors,Citation,Year,Judul Publikasi English
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,PENGELOLAAN WEBSITE PROPERTI RUMAHKUBAGUS. COM SEBAGAI MEDIA PROMOSI,HAH Nugroho,,,RUMAHKUBAGUS PROPERTY WEBSITE MANAGEMENT. COM AS A MEDIA PROMOTION
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Area Analysis of Foveal Avascular Zone in Diabetic Retinopathy Color Fundus Images,HA Nugroho,,,Area Analysis of Foveal Avascular Zone in Diabetic Retinopathy Color Fundus Images
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Batik production process optimization using particle swarm optimization method,"I Soesanti, R Syahputra",101,2016,Batik production process optimization using particle swarm optimization method
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Power System Stabilizer model based on Fuzzy-PSO for improving power system stability,"R Syahputra, I Soesanti",74,2015,Power System Stabilizer model based on Fuzzy-PSO for improving power system stability
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,"Renewable energy systems based on micro-hydro and solar photovoltaic for rural areas: A case study in Yogyakarta, Indonesia","R Syahputra, I Soesanti",70,2021,"Renewable energy systems based on micro-hydro and solar photovoltaic for rural areas: A case study in Yogyakarta, Indonesia"
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Performance Enhancement of Distribution Network with DG Integration Using Modified PSO Algorithm.,"R Syahputra, I Soesanti, M Ashari",66,2016,Performance Enhancement of Distribution Network with DG Integration Using Modified PSO Algorithm.
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,DFIG control scheme of wind power using ANFIS method in electrical power grid system,"R Syahputra, I Soesanti",66,2016,DFIG control scheme of wind power using ANFIS method in electrical power grid system
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Application of green energy for batik production process,"R Syahputra, I Soesanti",63,2016,Application of green energy for batik production process
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Analisis segmentasi pelanggan menggunakan kombinasi RFM model dan teknik clustering,"BE Adiana, I Soesanti, AE Permanasari",61,2018,Customer segmentation analysis uses a combination of RFM models and clustering techniques
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,DESIGN OF AUTOMATIC ELECTRIC BATIK STOVE FOR BATIK INDUSTRY.,"R SYAHPUTRA, I SOESANTI",56,2016,DESIGN OF AUTOMATIC ELECTRIC BATIK STOVE FOR BATIK INDUSTRY.
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,"Planning of hybrid micro-hydro and solar photovoltaic systems for rural areas of central Java, Indonesia","R Syahputra, I Soesanti",48,2020,"Planning of hybrid micro-hydro and solar photovoltaic systems for rural areas of central Java, Indonesia"
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Control of Synchronous Generator in Wind Power Systems Using Neuro-Fuzzy Approach,"R Syahputra, I Soesanti",45,2015,Control of Synchronous Generator in Wind Power Systems Using Neuro-Fuzzy Approach
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Power System Stabilizer Model Using Artificial Immune System for Power System Controlling,"R Syahputra, I Soesanti",44,2016,Power System Stabilizer Model Using Artificial Immune System for Power System Controlling
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Performance improvement for small-scale wind turbine system based on maximum power point tracking control,"R Syahputra, I Soesanti",40,2019,Performance improvement for small-scale wind turbine system based on maximum power point tracking control
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Portable smart sorting and grading machine for fruits using computer vision,"H Afrisal, M Faris, L Grezelda, I Soesanti",34,2013,Portable smart sorting and grading machine for fruits using computer vision
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,AN OPTIMAL TUNING OF PSS USING AIS ALGORITHM FOR DAMPING OSCILLATION OF MULTI-MACHINE POWER SYSTEM.,"R Syahputra, I Soesanti",32,2016,AN OPTIMAL TUNING OF PSS USING AIS ALGORITHM FOR DAMPING OSCILLATION OF MULTI-MACHINE POWER SYSTEM.
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Lung tuberculosis identification based on statistical feature of thoracic X-ray,"RN Rohmah, A Susanto, I Soesanti",27,2013,Lung tuberculosis identification based on statistical feature of thoracic X-ray
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Optimized fuzzy logic application for MRI brain images segmentation,"I Soesanti, A Susanto, TS Widodo, M Tjokronagoro",24,2011,Optimized fuzzy logic application for MRI brain images segmentation
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Performance analysis of edge and detailed preserved speckle noise reduction filters for breast ultrasound images,"DA Khusna, HA Nugroho, I Soesanti",21,2015,Performance analysis of edge and detailed preserved speckle noise reduction filters for breast ultrasound images
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Identification of malignant masses on digital mammogram images based on texture feature and correlation based feature selection,"HA Nugroho, N Faisal, I Soesanti, L Choridah",20,2014,Identification of malignant masses on digital mammogram images based on texture feature and correlation based feature selection
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Thoracic X-ray features extraction using thresholding-based ROI template and PCA-based features selection for lung TB classification purposes,"NR Ratnasari, A Susanto, I Soesanti",20,2013,Thoracic X-ray features extraction using thresholding-based ROI template and PCA-based features selection for lung TB classification purposes
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Classification of breast ultrasound images based on texture analysis,"M Rahmawaty, HA Nugroho, Y Triyani, I Ardiyanto, I Soesanti",19,2016,Classification of breast ultrasound images based on texture analysis
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Convolutional neural network for brain tumor detection,"DC Febrianto, I Soesanti, HA Nugroho",17,2020,Convolutional neural network for brain tumor detection
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Ekstraksi ciri tekstur citra kulit sapi berbasis co-occurrence matrix,"N Purwaningsih, I Soesanti, HA Nugroho",17,2015,Texture feature extraction of cow hide based on co-occurrence matrix
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Computer Aided Diagnosis for lung tuberculosis identification based on thoracic X-ray,"RN Rohmah, A Susanto, I Soesanti, M Tjokronagoro",17,2013,Computer Aided Diagnosis for lung tuberculosis identification based on thoracic X-ray
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,MRI brain images segmentation based on optimized fuzzy logic and spatial information,"I Soesanti, A Susanto, TS Widodo, M Tjokronagoro",17,2011,MRI brain images segmentation based on optimized fuzzy logic and spatial information
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Classification of batik image using grey level co-occurrence matrix feature extraction and correlation based feature selection,"N Sulistianingsih, I Soesanti, R Hartanto",16,2018,Classification of batik image using grey level co-occurrence matrix feature extraction and correlation based feature selection
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Heart sound feature extraction and classification using autoregressive power spectral density (AR-PSD) and statistics features,"D Kristomo, R Hidayat, I Soesanti, A Kusjani",16,2016,Heart sound feature extraction and classification using autoregressive power spectral density (AR-PSD) and statistics features
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,A fuzzy logic controller approach for controlling heat exchanger temperature,"I Soesanti, R Syahputra",15,2019,A fuzzy logic controller approach for controlling heat exchanger temperature
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Ekstraksi Ciri Berbasis Wavelet Dan Glcm Untuk Deteksi Dini Kanker Payudara Pada Citra Mammogram,"HR Fajrin, HA Nugroho, I Soesanti",15,2015,Wavelet And Glcm Based Feature Extraction For Early Detection Of Breast Cancer On Mammogram Imagery
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,A study on facial expression recognition in assessing teaching skills: Datasets and methods,"P Utami, R Hartanto, I Soesanti",13,2019,A study on facial expression recognition in assessing teaching skills: Datasets and methods
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Classification of brain magnetic resonance images based on statistical texture,"MH Avizenna, I Soesanti, I Ardiyanto",13,2018,Classification of brain magnetic resonance images based on statistical texture
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Analysis of digital mammograms for detection of breast cancer,"HA Nugroho, N Faisal, I Soesanti, L Choridah",13,2014,Analysis of digital mammograms for detection of breast cancer
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Herbal leaf classification using images in natural background,"A Mareta, I Soesanti, O Wahyunggoro",12,2018,Herbal leaf classification using images in natural background
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Klasifikasi citra x-ray diagnosis tuberkulosis berbasis Fitur Statistis,"Y Agussationo, I Soesanti, W Najib",11,2018,Classification of x-ray images for tuberculosis diagnosis based on statistical features
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Evaluation function effectiveness in Wireless Sensor Network routing using A-star algorithm,"R Septiana, I Soesanti, NA Setiawan",11,2016,Evaluation function effectiveness in Wireless Sensor Network routing using A-star algorithm
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,TGS2611 performance as biogas monitoring instrument in digester model application,"H Rahadian, B Sutopo, I Soesanti",11,2015,TGS2611 performance as biogas monitoring instrument in digester model application
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Penerapan Algoritma Kompresi JPEG dan Metode Fuzzy C-Means Pada Kompresi Citra Berbasis Entropi,"DA Masatu, I Soesanti, HA Nugroho",11,2014,Application of JPEG Compression Algorithm and Fuzzy C-Means Method on Entropy-Based Image Compression
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Feature extraction and classification of the Indonesian syllables using Discrete Wavelet Transform and statistical features,"D Kristomo, R Hidayat, I Soesanti",10,2016,Feature extraction and classification of the Indonesian syllables using Discrete Wavelet Transform and statistical features
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Web-based monitoring system on the production process of Yogyakarta batik industry,I Soesanti,10,2016,Web-based monitoring system on the production process of Yogyakarta batik industry
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Pemodelan Perubahan Garis Pantai dengan Metode End Point Rate pada Citra Satelit Landsat,"IMAW Putra, A Susanto, I Soesanti",10,2015,Shoreline Change Modeling with the End Point Rate Method on Landsat Satellite Imagery
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Image analysis for MRI-based brain tumor classification using deep learning,"KN Qodri, I Soesanti, HA Nugroho",9,2021,Image analysis for MRI-based brain tumor classification using deep learning
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,EEG classification using elliptic filter and multilayer perceptron based on gamma activity features,"R Widadi, I Soesanti, O Wahyunggoro",9,2018,EEG classification using elliptic filter and multilayer perceptron based on gamma activity features
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Tumor size classification of breast thermal image using fuzzy C-Means algorithm,"O Heriana, I Soesanti",9,2015,Tumor size classification of breast thermal image using fuzzy C-Means algorithm
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Analysis of computer aided diagnosis on digital mammogram images,"HA Nugroho, N Faisal, I Soesanti, L Choridah",9,2014,Analysis of computer aided diagnosis on digital mammogram images
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Design of Batik Production Process Monitoring Based on Web Technology,I Soesanti,9,2009,Design of Batik Production Process Monitoring Based on Web Technology
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Deep neural network with hyperparameter tuning for detection of heart disease,"FF Firdaus, HA Nugroho, I Soesanti",8,2021,Deep neural network with hyperparameter tuning for detection of heart disease
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,A improving feature selection on heart disease dataset with Boruta approach,"MA Manhar, I Soesanti, NA Setiawan",8,2020,A improving feature selection on heart disease dataset with Boruta approach
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Design and development of web-based information system for the batik industry,I Soesanti,8,2015,Design and development of web-based information system for the batik industry
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Kompresi Citra Medis Menggunakan Alihragam Kosinus Diskret Dan Sistem Logika Fuzzy Adaptif,I Soesanti,8,2008,Medical Image Compression Using Discrete Cosine Transformation And Adaptive Fuzzy Logic Systems
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,"A review on question analysis, document retrieval and answer extraction method in question answering system","I Thalib, I Soesanti",7,2020,"A review on question analysis, document retrieval and answer extraction method in question answering system"
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Modeling of wind power plant with doubly-fed induction generator,"R Syahputra, I Soesanti",7,2017,Modeling of wind power plant with doubly-fed induction generator
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,"Classification of the syllables sound using wavelet, Renyi entropy and AR-PSD features","D Kristomo, R Hidayat, I Soesanti",7,2017,"Classification of the syllables sound using wavelet, Renyi entropy and AR-PSD features"
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Solar home system application in batik industry,"R Syahputra, I Soesanti",7,2017,Solar home system application in batik industry
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Feature extraction and feature selection methods in classification of brain MRI images: a review,"AI Poernama, I Soesanti, O Wahyunggoro",6,2019,Feature extraction and feature selection methods in classification of brain MRI images: a review
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,A statistical approach on pulmonary tuberculosis detection system based on X-ray image,"RN Rohmah, B Handaga, N Nurokhim, I Soesanti",6,2019,A statistical approach on pulmonary tuberculosis detection system based on X-ray image
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Performance Analysis of a 2 kW Wind Turbine in the Southern Beach of Bantul.,"R Syahputra, I Soesanti",6,2017,Performance Analysis of a 2 kW Wind Turbine in the Southern Beach of Bantul.
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,ANFIS Approach for distribution network reconfiguration,"R Syahputra, I Soesanti",6,2017,ANFIS Approach for distribution network reconfiguration
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Studi perbandingan: Cognitive task berdasarkan hasil ekstraksi ciri gelombang otak,"A Azhari, A Susanto, I Soesanti",6,2015,Comparative study: Cognitive task based on the extraction of brain wave features
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Kajian pustaka metode segmentasi citra pada mri tumor otak,"D Priyawati, I Soesanti, I Hidayah",6,2015,Literature review of image segmentation methods on brain tumor MRI
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Penapisan Artifak Logam pada Citra CT-scan dengan Spatial Filter,"AN Kurniawan, TS Widodo, I Soesanti",6,2013,Metal Artifact Screening on CT-scan Image with Spatial Filter
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Penerapan Algoritme Viola-Jones dan Eigenface pada Sistem Pengenalan Wajah,N Rahmantha,6,2013,Application of the Viola-Jones and Eigenface Algorithms to Face Recognition Systems
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,A review of feature selection and classification approaches for heart disease prediction,"FF Firdaus, HA Nugroho, I Soesanti",5,2021,A review of feature selection and classification approaches for heart disease prediction
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Evaluation on EMG electrode reduction in recognizing the pattern of hand gesture by using SVM method,"HA Winarno, AI Poernama, I Soesanti, HA Nugroho",5,2020,Evaluation on EMG electrode reduction in recognizing the pattern of hand gesture by using SVM method
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Segmentation of foveal avascular zone in colour fundus images based on retinal capillary endpoints detection,"HA Nugroho, D Purnamasari, I Soesanti, WKZ Oktoeberza, ...",5,2017,Segmentation of foveal avascular zone in colour fundus images based on retinal capillary endpoints detection
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,APPLICATION OF CLONAL SELECTION IMMUNE SYSTEM METHOD FOR OPTIMIZATION OF DISTRIBUTION NETWORK.,"R SYAHPUTRA, S SURIPTO, I SOESANTI",5,2017,APPLICATION OF CLONAL SELECTION IMMUNE SYSTEM METHOD FOR OPTIMIZATION OF DISTRIBUTION NETWORK.
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,An artificial immune system algorithm approach for reconfiguring distribution network,"R Syahputra, I Soesanti",5,2017,An artificial immune system algorithm approach for reconfiguring distribution network
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Analysis of shape features for lesion classification in breast ultrasound images,"DA Khusna, HA Nugroho, I Soesanti",5,2016,Analysis of shape features for lesion classification in breast ultrasound images
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Segmentation of the optic disc and optic cup using histogram feature-based adaptive threshold for cup to disk ratio,"GS Nugraha, I Soesanti",5,2016,Segmentation of the optic disc and optic cup using histogram feature-based adaptive threshold for cup to disk ratio
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Ekstraksi Garis Pantai Pada Citra Satelit Landsat dengan Metode Segmentasi dan Deteksi Tepi I,"IMAW Putra, A Susanto, I Soesanti",5,2015,Shoreline Extraction on Landsat Satellite Imagery with Segmentation and Edge Detection Method I
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Recent trends of left and right ventricle segmentation in cardiac mri using deep learning,"D Irmawati, O Wahyunggoro, I Soesanti",4,2020,Recent trends of left and right ventricle segmentation in cardiac mri using deep learning
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Enhancement methods of brain MRI images: A Review,"WS Prakoso, I Soesanti, S Wibirama",4,2020,Enhancement methods of brain MRI images: A Review
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,A Study of Sugarcane Waste for Biomass Energy in the Supply of Electrical Energy,"R Syahputra, OI Pambudi, F Mujaahid, I Soesanti",4,2020,A Study of Sugarcane Waste for Biomass Energy in the Supply of Electrical Energy
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,A review of contrast enhancement techniques in digital image processing,"D Ariateja, I Ardiyanto, I Soesanti",4,2018,A review of contrast enhancement techniques in digital image processing
"Dr. Indah Soesanti, S.T., M.T.",Data & AI,Klasifikasi Suara Jantung Menggunakan Neural Network Backpropagation Berbasis Ciri Statistis,"NH Wijaya, I Soesanti, E Firmansyah",4,2017,Classification of Heart Sounds Using Neural Network Backpropagation Based on Statistical Characteristics
